Word,Text Rank Score
identity,46.1216890087858
financial,36.57732585858333
payment,27.018577063792424
customers,26.323039526073828
ing,26.056935734757992
customer,24.54898708849963
payments,23.227548671183346
digital,22.395904144518017
services,21.701370627684536
platforms,21.462461958021027
insurers,21.167440731795327
institutions,20.31028384744182
data,19.535166923388417
insurance,18.497564935323034
risk,16.357005722956963
market,15.804347836206832
banks,14.448811138080906
funding,14.39898204917435
bank,14.352173770342294
user,13.508278826702437
uncertainties,12.88224192015767
processes,12.64376022910123
investment,12.072175585574588
key,12.001754992184638
transactions,11.363276469301331
users,11.266572900715275
process,11.037422055250287
service,10.553431038328986
markets,10.317635287231646
deloitte,10.073880931168464
systems,9.959318203844958
characteristics,9.597494582770242
executive,9.321776486077884
technology,9.27811967736161
capital,9.091468391327759
transaction,9.027425377560851
management,8.997577980992975
project,8.994282752659524
regulatory,8.960736182035344
trading,8.822763733725091
banking,8.757210136392144
faster,8.651362736271002
alternative,8.514252795607346
traditional,8.488232841276881
products,8.404558252053704
providers,8.198766791243791
potential,8.18714219187863
cost,7.76908643882061
current,7.667747379957325
compliance,7.594537376219628
dlt,7.482030862310191
robo,7.164109051857468
business,7.010960357527871
end state paints,6.983075984536568
risks,6.893600338400329
investors,6.884354948221224
distribution,6.7026638173392445
managers,6.6336039947810015
lending,6.574912253743513
product,6.354053811155104
lenders,6.254312338335902
economic,5.919854807895901
transfer,5.8355038996691935
automated,5.830057816176967
cards,5.707609615905952
attribute,5.706818855192451
credit,5.669298331411297
time,5.604670412314481
asset,5.555782599309394
fis,5.547806839214117
innovations,5.513620021678773
state,5.393460429323099
regulators,5.313103315609576
ledger,5.296053112519759
channel,5.245521140495177
card,5.189643070487858
global,5.180916741077749
costs,5.090504107944634
wealth,5.0779773496293465
director,5.063579532519188
crowdfunding,5.0007296949814295
project team,4.936484938569363
trade,4.736179942644852
new entrants,4.733151737479203
impact,4.6620774671496825
competitive,4.654963376852277
ity,4.564307483171605
summary,4.558739396146812
experience,4.544275936068654
innovation,4.466020574702057
solutions,4.464991285332067
driving,4.443057147645861
head,4.376958631759224
increased,4.369113763732682
platform,4.36696475898626
existing,4.321482800283175
team expresses,4.283104178788796
incumbent,4.248430726883651
provide,4.195513253792671
additional,4.137044841357053
infrastructure,4.0948787652192475
utilizing,4.068169915602958
matter,4.067746964758238
entities,4.024287173947141
start,4.0084291020739515
represents,3.9730131739928645
pain,3.946815870603253
growth,3.928151577433743
processing,3.9257291255367113
ig,3.91448754143885
financial institutions,3.892668340739871
capabilities,3.844648980455144
claims,3.8403183393632516
solution,3.815956234092607
private,3.7689805047190768
opportunities,3.768732718199037
voting,3.7283469932253057
level,3.7241710656358133
real,3.697897382226074
attributes,3.6932847969580096
large,3.692529246696057
scenarios,3.6590277833314184
disruptive,3.6519185924867803
adjudication,3.6491889742213917
technologies,3.6462478047967655
offer,3.6449534928660436
trades,3.604496741710731
connected,3.600614647141185
post,3.5575244843446985
team,3.5571531520241715
reduced,3.548675106702858
mass,3.5464272805112476
list,3.53496125071256
best suited,3.5200871673836702
number,3.4991500375680764
emerging,3.496023696341954
case,3.483608319710615
archetype,3.467982803900264
usage,3.4406274570490956
money,3.412703290585843
government,3.377455904456308
machines,3.350885039697996
online,3.3352499283569403
models,3.3061768274843986
loans,3.2906867554591503
core,3.283160011794017
rails,3.2612546717923454
individual,3.2538014199838723
trends,3.248581441960381
mobile,3.218189732127058
fraud,3.1993503263451104
implementation,3.1685275440386103
features,3.131629017402036
identity systems,3.1153638557407586
jesse,3.072465414000909
landscape,3.0335335300421766
operations,3.013406463231979
united,3.007749414270217
increasing,3.0049153786654603
parties,2.967816479339369
industry,2.967548405566908
focus,2.9613443462098075
tech,2.9412231937783
overv,2.9404405512108887
benefit,2.9369065186219925
legal,2.924591945535497
bonds,2.9219424735491115
provider,2.9159607300577886
int,2.9045959903751886
access,2.88278172258173
incumbents,2.8789645238347257
erosion,2.8284027154892812
role,2.8282876169405897
rise,2.8281213296546315
explores,2.8279089309106347
shift,2.8275928306013514
enables,2.8264897373849465
kingdom,2.8224613327736674
settlement,2.817094588481714
businesses,2.797851805764229
fintechs,2.779103456590804
greater,2.7680616151655046
contract,2.751257956245235
insurer,2.7498873644204846
shifting,2.717803756670593
require,2.677533998124315
limited,2.6720687915729306
competition,2.665995370739525
ceo,2.641867834125052
providing,2.634079352530722
lower,2.622577485057798
chief,2.5774765288823938
disruption,2.568627055168794
future,2.519617880461096
sources,2.5061283774053034
technological,2.506009300480731
standards,2.4927856398622525
otc,2.4732242991680904
small,2.465900609521581
power,2.463913488564365
offering,2.4538140034460194
improved,2.4497188104601397
lowering,2.449435358750241
centralised,2.449435358750241
teichholtz,2.4493541048035357
funds,2.4490236163416386
authentication,2.4488516191298118
embedding,2.447173792021718
pay,2.442111050808057
market platforms,2.4400925180862076
connect,2.4278111065711
stakeholders,2.4201168486323783
retail,2.4125119926156744
loss,2.4014283955703526
equity,2.3962120920029193
second end state paints,2.392854258477955
directly,2.3896151945212285
vote,2.3772830352416343
manager,2.3716821989962273
counterparty,2.355727629266949
morgan,2.3476839821861604
critical,2.342431200788387
borrowers,2.3293351082309544
based,2.3272738106669806
authenticate,2.3052431424981004
model,2.299746263118045
population,2.2984731696701015
loan,2.297756964471693
group,2.2870194288100905
advice,2.284261776708019
details,2.2485817005599165
deutsche,2.236010463742697
infrastructure providers,2.229056496232222
activities,2.227327744656691
factor,2.206439694224352
paul,2.202111075261422
secondary,2.199344777416605
phase,2.182692894982088
transparency,2.1780294221172247
life,2.1572582550853183
assets,2.154967369433279
creates,2.147036928530829
following senior leaders,2.138244908540512
questions,2.1213033531634045
disaggregation,2.1213033531634045
incubator,2.1213033531634045
guidance,2.1212982441334334
levelling,2.121298086977631
evolution,2.121084139649979
interviews,2.1210822297790464
greatly evolved,2.1210055173668927
advisers,2.120865197255382
highlighting,2.1207353153083313
customer acceptance,2.1206224953888118
form inside,2.120584547204815
funding economics,2.1204874112130785
revamping,2.1204539294736815
reducing,2.104053156672115
costly,2.089881688195635
convertible,2.0852092394365846
challenges,2.0771843109035233
corporation,2.067299838647511
mcwaters,2.0585032139844284
companies,2.056990399621943
transacting,2.0463351221956483
transfers,2.0426395989173223
adoption,2.0421551806539684
institutional,2.034856221277076
forum,2.022578081672478
pinkham,2.0127290513983582
algorithms,2.003585924573112
change,1.9985006730052925
open,1.9956059168876723
challenger,1.9919225919589518
channels,1.9763288371002101
monitoring,1.9543290668387698
smart contracts,1.9510185079241815
schemes,1.9491534673342676
payment solutions,1.9491145292925205
european,1.9463388002049975
core systems,1.9272818551869455
work,1.9170753555537563
ings,1.9124817712290678
jp,1.9106398945273781
palatnick,1.8973357336905528
redefined,1.897216323667532
stabilising,1.897216323667532
neukirchen,1.8960547037778408
players,1.8949282632710713
low,1.891599962935551
continues,1.87000553542028
record,1.8646361844639783
distributed,1.864528995953079
physical,1.8496014417048416
institution,1.8340542860698879
ability,1.8336934640139113
niche,1.8309001352698113
findings,1.8216402840428558
reduces,1.8105333767419265
uk,1.8083621631544906
chain,1.8078619625127414
high,1.8018116690552417
commoditised,1.7877100342078898
ownership,1.7731672968789682
ecosystems,1.7720326345199697
reany,1.7712428785552823
years,1.758403575559573
accounts,1.7397859573433503
offers,1.7391242361529544
insurtechs,1.7379459222392135
audit,1.725515056147981
price,1.7216158470735001
forces,1.720556992297968
increase,1.7165126902893615
transparent,1.6976488713422144
ongoing,1.6974648014586957
edel,1.6972142804662589
liability,1.683118636885625
positioning,1.6819121418551195
position,1.6819121418551195
public,1.6807595993682551
intermediaries,1.6670495905295868
investments,1.6638168678896488
gain,1.6530336839793005
individuals,1.6491000697474263
coco,1.6426379780205924
path,1.6424549560766266
funding platforms,1.6383922558942225
traded,1.636419382325434
organization,1.632128001058579
transformative,1.6316464861957911
lines,1.6238114735032625
highly,1.6218694502685551
agreement,1.6208525411403538
leaders,1.6184765174990194
profit,1.6116107989388802
connections,1.5976992609671257
automation,1.5970649852006276
amazon,1.5838563791099696
ledger technology,1.5790521164103974
matarranz,1.5717523524860493
commercial,1.5568241465165442
improve,1.55610714109095
fintech,1.537134646439345
aml,1.5290676287680753
records,1.5235778152426238
fewer,1.5233864107769781
principles,1.5233769231562957
issuers,1.5228480551820693
selection,1.5208228608203387
manual,1.5186792131304503
requires,1.5064175461285798
higher,1.5037275885766748
counterparties,1.5034334500111175
idp,1.5019322241185213
loyalty,1.4994832177007695
galaski,1.4991938290356106
enabling,1.497955163255784
retrieved,1.4951284037159753
beneficial,1.4881218008224397
execution,1.4800054943973335
exchange,1.4764307648815842
intermediary,1.4682860761273187
devices,1.4587992247080854
ecosystem,1.4564092542506728
syndicate,1.451286397851482
networks,1.448738745433362
lus,1.443708610762012
report,1.4431802449979285
mastercard,1.4360008843989798
lien,1.435642417978312
union,1.4253694753832804
preferences,1.4142022354422696
approaches,1.4142022354422696
business model,1.414183574049424
visibility,1.4141719548939027
expectations,1.414144518955251
fields,1.4141348277365409
evolve,1.4141348277365404
technology providers,1.4141158092516422
generous commitment,1.4140712400711253
specific,1.4140540071211587
intended,1.4139996744431729
digital channels,1.413931207426164
angel investors,1.4139238140308543
new sources,1.4139195806080769
regional,1.4138944518692218
jurisdictions,1.413823074718721
integration,1.4137780181088626
cooperation,1.4137345920539333
differentiate,1.4137274190141267
diversification,1.413716446730776
improved products,1.4136657161440582
assessment,1.4136359529824543
certain attributes,1.4134459268927322
increased modularity,1.4130394715965195
market share,1.4124963160356594
match,1.411869819263776
investment records,1.4109812565725097
market incumbents,1.4104384682736961
successful deployment,1.407591993014789
widespread adoption,1.4074440368415362
traditionally,1.4022742421639747
creating,1.4021101601621626
corporation requests,1.4015112218943822
required assets,1.4006186488015668
decade saw,1.40042920701613
entity,1.3985796730484632
tailored,1.3970295086568925
defined,1.3956124522879554
financing,1.3879764462698239
sophistication,1.3821947355126318
entrants,1.3809750135598613
scale,1.379524541904633
margins,1.3766182005422343
economy,1.3764424524028758
cross,1.3687636800851606
managing,1.3683269379300351
currency,1.3635283502928082
relevant,1.355519661688764
external,1.3537291285963684
framework,1.3521667086272222
network,1.349790814066265
levin,1.348105679790499
accurate,1.339510683175112
merchants,1.3385510711018187
new data,1.3380351944041684
value chain,1.336315831174889
van,1.335445288575575
local,1.3332094750420729
underwriting,1.3289801887570871
profitability,1.3282074449770227
potential decrease,1.32482629412151
benefits,1.3217098040599158
rapidly,1.3200618605554157
psd,1.3193171211603776
large techs,1.3188776406120837
payment experiences,1.3174547664328
multistakeholder workshops,1.3174363726313645
regulation,1.3162099671572907
wealth managers,1.3160412273639008
custodian banks,1.3111692894143503
company,1.310881626670959
smart,1.3093431384320886
lead,1.3072418980063336
return,1.3040486348774392
gaps,1.298709096031097
conditions,1.2940607466913085
purchasing,1.2933237028298987
size,1.2917160581014486
proxy,1.2905963557045919
trust,1.2841672372765287
trade finance,1.2813726599365696
point,1.2761697491641266
senior,1.2697289532560343
ventures,1.2686766803062381
workforce,1.2680372237642283
established,1.2666250920751772
individual investors,1.2645805062023765
competitive pressure,1.2627043809479805
operational,1.2621150162247812
saw rapid,1.2612047699113282
bruno,1.2589909396333097
investors receive,1.2584630261318979
reports,1.2557360481320365
hillenius,1.2507487050747783
rp,1.2466561682704334
wealth management,1.244630774901684
efficiency,1.2416196983784908
utilities,1.2411509573918655
problems,1.241020228623578
canada,1.2402095039425438
sophisticated,1.236702687037696
required,1.2337763760262028
regulations,1.231829763479584
deposit,1.2317144916609313
provides financial,1.231642856653862
improving,1.2236551777531268
multiple,1.2214793444949352
europe,1.217021350975922
fx,1.213046345948062
transferred,1.2124493417105158
broker,1.2110794789945634
behaviour,1.2087848877080722
distributed platforms,1.2070417272645952
firms,1.2051935057141305
insure,1.20418944444474
streamlining,1.2022139890984147
emerging innovations,1.199008769896393
capacity,1.1989290757615045
corporate,1.193326137751603
instruments,1.1924145567645246
efforts,1.190643819905508
advances,1.1904273537049885
dlt applications,1.1891650480370817
distributed identity,1.188762250986421
net,1.188272112047596
premiums,1.1852323682762878
event,1.18247903239764
history,1.1819870022599068
reduce,1.1819166090483693
south,1.1795863589320574
evidence,1.1774354294528662
formation,1.1766029547061034
scope,1.1763746506395065
frequency trading,1.1760124786756725
contracts,1.1757305485552112
fund,1.1724661448376419
bond,1.1708892510680504
merchant,1.1685894499403404
partnerships,1.1684099273210347
balance,1.16753438713466
current background,1.1656877299114723
finance,1.1648597237866924
valuations,1.161713149121449
body,1.160322800515336
allowing,1.159695250837011
officer,1.1532116793256257
capital raising,1.1506427685880372
coverage,1.1498893573486377
total,1.1484386797000785
direct,1.1467208172012207
identifier,1.144915865238974
tools,1.1432128886836195
strategies,1.1417976566423167
provision,1.1395733070851497
party,1.138291040984244
nest,1.1299071749034808
affluent,1.1255581155624816
differentiated services,1.1247619043344779
managed,1.123780510402179
increasingly,1.1211317147616933
rate environment,1.1177707141080897
policies,1.1166860166399772
buy,1.1152536967318554
levels,1.1144621547902183
effective,1.1105115991677328
enabled,1.104573522832554
automate,1.1003182247123626
making,1.0993571317251445
seedrs,1.0989800861917014
mobile money,1.0937555782603583
demand,1.0925348236917953
frequency,1.088725360380479
changing,1.088533137193731
smaller,1.087321475309741
registry,1.0841247797230336
purchase,1.0833364420067475
control,1.0746998758339759
claim,1.0717602985535781
steenis,1.0668527250485285
systemic,1.0655357652850208
ind,1.0625212021747594
touche,1.0625212021747594
cls,1.0625212021747594
submit,1.0625212021747594
extraction,1.0625212021747594
term,1.0619605572457116
standard,1.0613958095276008
advancements,1.0607495763446197
identifying,1.060290502173721
techniques,1.0594074262977777
grow,1.056706645948931
competing,1.054728427216822
vitality,1.0536587941917215
incumbent institutions,1.0526322684385345
monetary,1.0520835239436002
statement,1.0503790761257774
limits,1.0487618585772414
national,1.0454275284063754
customers usage,1.0414567891170776
advantages,1.0393799452842756
wallets,1.036549023867189
operating,1.0357524745443796
lending platforms,1.034428958121032
flow,1.0334613567069537
initiative,1.0300140058863703
securities,1.0291321494982077
audit team,1.02898930827117
algorithmic trading,1.0261187763646764
private sector,1.0256659132805321
provided,1.0255495272339301
driver,1.0248796276872623
marketing,1.0182697870519632
development,1.0176820527284274
charles,1.010700499339536
leader,1.008598391079152
delayed,1.006064741549826
account,1.0059497843139389
alternatively,1.0015217490222748
adequate,1.0007270086795983
archetypes,0.9995844898819091
failure,0.9992443036546403
requiring,0.9988123791652015
good,0.9969777632315076
regulators regulate,0.996208045802569
purpose,0.9955752895563075
classes,0.9894060995403873
liquidity,0.9867520417179094
support,0.9853604248402099
venture,0.9840856186315591
partnership,0.9818956674648351
track,0.9806267183487484
new financial,0.9771589444874014
letter,0.9768394849676996
risks associated,0.9760246141514148
apps,0.9755705652976352
involving,0.9745067451252878
zopa,0.9647570723552747
macquarie,0.9634653713617919
calculation,0.962980720847586
forbes,0.958068428380219
consumer,0.9570119776146249
putting,0.9562219042399653
reporting,0.9553777199565439
federal,0.9535493722606663
izat,0.9516535926328152
house,0.9514562281278887
primary dimensions,0.9499890121964922
strategy,0.9493489336987472
premium,0.9493489336987472
branch,0.9485316027692732
pricing,0.9455247176560964
vehicles,0.9428020073697568
fee,0.9419112928624793
ubs,0.9403178528969383
tax,0.9398741993625145
march,0.9392308894006648
receive,0.9391078077889086
professional,0.9382868160886246
securekey,0.937892318425196
generate,0.9359139901504345
ways,0.9352909316468745
simple,0.9331299355551184
push,0.9304119863266476
analyse,0.9286348159540228
introduces,0.9241976172460802
virtual,0.923459717623643
non platforms,0.9186729136108166
face,0.9158112965364988
agricole,0.9065773405357963
consulting,0.906199373966502
revenue,0.899977451676946
auditing,0.8981767367214972
ita,0.8944271909999159
activity,0.8938170889739542
concierge,0.8790721643891579
ladder,0.8789371613171736
identity information,0.8782354513472298
funded,0.8777451998918767
advisory,0.8730132658551548
projects,0.8722886922693514
mumm,0.8700482154684113
period,0.8700482154684113
board,0.8700482154684074
respond,0.8662358628507776
farm,0.8660126176586046
financial services,0.8632766180879394
insuring,0.8617833038483219
investor,0.8612960335743413
matching,0.8611269742268693
industrial,0.8588972137180461
groups,0.8574972448197842
stage,0.8542273980850452
andrew,0.8536431576122331
view,0.8513211365500127
barclays,0.8477703549196206
incentives,0.8420197022088474
rapid,0.8385648766637606
priorities,0.8378410410156523
historical,0.8357565461529028
blackrock,0.8291350830370653
innovative,0.8280038921501843
class,0.8259312968097494
identities,0.8248222341084751
crisis,0.8220014582161785
social,0.8188166705168207
user information,0.817303983343225
concept,0.8165690530340791
remain,0.8164945816344982
familiarized,0.8164784529167469
form,0.8164784529167469
friday,0.8164784529167469
marketplaces,0.8164784529167469
affect,0.8164784529167469
recency,0.8164784529167469
efficient,0.8164784529167469
considerable,0.8164784529167469
agenda,0.8164784529167469
height,0.8164784529167469
skill,0.8164784529167469
constituents,0.8164784529167469
rewards,0.8164784529167469
policy,0.8164784529167469
diverse,0.8164784529167469
parallel,0.8164784529167469
interbank,0.8164756357287132
aggregating,0.8164725408648741
convergence,0.8163848240180629
kyc,0.8163848240180629
members,0.8163848240180629
implement,0.8162897243608003
cat,0.8162820324832346
playing,0.8162820324832346
lender,0.8160289263106503
curated,0.8159218888552183
curator,0.8159218888552183
fragmentation,0.8159218888552183
denomination,0.8159218888552183
generates,0.8159218888552183
york,0.8157245973405727
organizations,0.8157245973405727
configuration,0.8157245973405727
alcohol,0.8157245973405727
silos,0.8157245973405727
estonian,0.8153334674184455
assurance,0.8151273691013361
extreme,0.8141751077421433
fiduciary,0.8139290582041653
exclusion,0.8139058292771897
consultation,0.8139058292771897
effort,0.8139058292771897
fundraising,0.8129528399818899
vandenreydt,0.8129528399818899
commission,0.8129419829711932
streamline,0.8114601660317416
subsidising,0.8098851117428854
invest,0.8087343422596147
deloitte refers,0.8079074573033349
tupas,0.8072993646171197
sector,0.8064325309373706
tesla,0.8062394261227301
raise,0.805950716700011
seller,0.805549227396596
sale,0.8053081657671863
defining,0.7992011876427386
korea,0.7988070099707649
ai,0.7925789920302354
store,0.789581487393435
specialised,0.789323954116554
including,0.7875211406571432
club,0.7866405779431924
albeit,0.7862178937269079
faster payment,0.7843925674417724
june,0.7807071352456356
continue,0.7805707171393508
clearing,0.7748212621954875
risk management,0.7732742398485846
uniquely positioned,0.7730135632691268
partners,0.7704210716599753
retailers,0.7698888301493695
michael,0.7678112989576917
digitally,0.7665022454769856
capability,0.7595780991438437
clients,0.7557069101512247
reuters,0.7553711942498804
zhu,0.7511986676455533
cyber,0.750918096107901
pressure,0.7501492174232209
documentation,0.7498899525038646
automating,0.7485452329090794
employers,0.7401468158871388
human,0.7394249403618769
phones,0.7371411584974015
idps,0.7340920055153572
scott,0.7311638266696214
risking,0.7302914961705187
profitable,0.724476056480702
closer,0.7243239658074183
awareness,0.7215237831902606
today,0.7201156395467283
syndicated,0.7197800211895536
chartered,0.7184903241203693
participation,0.718207105019588
source,0.7180943266688825
externalisation,0.7171754203421298
marketplace,0.7134803746760165
central,0.7129680058200661
artificial,0.7107093127018626
relative,0.7080014370798572
smarter,0.7071067811866477
intelligence,0.7071067811865479
falls,0.7071067811865476
unfavourable,0.7071067811865475
regulates,0.7071067811865472
generally taken,0.7071064402335367
portfolio adding,0.7071058829662094
insurance tied,0.7071058491101558
profound changes,0.7071058491101558
regulated entities,0.7071058491101558
prevention,0.7071056699586965
imperfect,0.7071056699586965
improves,0.7071056699586965
myriad,0.7071056699586965
intensified,0.7071052419526014
human error,0.7071050275507749
imminent,0.7071048572380678
baby boomers,0.7071044393553887
avoid,0.70710428904072
moments,0.70710428904072
reduced control,0.7071037452872494
market leaders,0.7071036775518398
increased competition,0.7071033981695378
service offerings,0.7071033293677726
fully digital,0.7071033293677726
promotes visibility,0.7071033293677726
reallocate,0.7071022904249205
lending processes,0.7071017912003512
create pressures,0.7071012887344185
embrace demonetization,0.7071012751141216
guide,0.7071011177211348
illustrates,0.7071011177211348
era,0.7071011177211348
rates,0.7071011177211348
strike,0.7071011177211348
decline,0.7071011177211348
brands,0.7071011177211348
proof,0.7071011177211348
loa,0.7071011177211348
starters,0.7071011177211348
officers,0.7071011177211348
themes,0.7071011177211348
pressures,0.7071011177211348
impetus,0.7071011177211348
roles,0.7071011177211348
breed,0.7071011177211348
popularity,0.7071011177211348
discovered,0.7071011177211348
field,0.7071011177211348
predicted,0.7071011177211348
participants,0.7071011177211348
precedent,0.7071011177211348
adherence,0.7071011177211348
desired level,0.7071010246974571
traditionally asset,0.7071008557045879
applicants,0.707100032313409
dlt implementations,0.7071000080730081
implemented,0.707100008073008
entire stack,0.7070999512330711
working,0.7070995194816796
expansion,0.7070995194816796
turn,0.7070995194816796
specialising,0.7070995194816796
disintermediates,0.7070995194816796
requestors,0.7070995194816796
academia,0.7070993623258769
converge,0.7070993623258769
agility,0.7070993623258769
structuring,0.7070993623258769
tool,0.7070993623258769
cases,0.7070993623258769
significant investment,0.7070992042168531
risks stemming,0.7070985875760891
sufficient pressure,0.7070964524558939
early proponent,0.707096128920665
aib,0.7070956662511285
limited visibility,0.7070940566576329
breeding ground,0.7070939614249983
advanced analytics,0.7070927725200893
increasing use,0.7070921825234618
distributors,0.7070913583922002
apple,0.7070910712918885
efficient discovery,0.7070901955324291
new competition,0.7070889115751725
increasing demand,0.7070885285295321
version,0.7070871411335761
correspondent banks,0.7070870297426082
passport issued,0.7070852610804996
inconsistent,0.7070850960572687
meaningful,0.7070849654542374
increased collaboration,0.7070844681485824
intuitive affordable,0.707081947659083
hard,0.7070797226154704
gradual improvement,0.7070787823520563
solely,0.7070781117969505
fourth report,0.7070771037328536
high valuations,0.7070756932116273
investment institutions,0.7070696124200082
moved away,0.7070652629947834
coming application,0.7070644623910117
increased pressure,0.7070625363644405
continuing,0.7070624795692697
pools,0.7070621664064849
outlook,0.7070621664064849
smarter sensors,0.7070621561256394
despite rising,0.7070614823795452
worldwide trend,0.707060037799383
availability,0.7070568911954389
centralized,0.7070538142237771
increased focus,0.7070521739361959
competition intensifies,0.7070520888755781
decade signaled,0.7070490205197075
transformational effect,0.7070490205197075
additional choice,0.7070490205197075
good model,0.7070490205197075
aadhaar programme,0.7070490205197075
reduced friction,0.7070490205197075
increasing adoption,0.7070490205197075
detailed findings,0.7070490205197075
different ledgers,0.7070490205197075
shipment carriers,0.7070490205197075
investors analyse,0.7070490205197075
periodically according,0.7070477215195177
workforce shifts,0.7070474350959977
banks focus,0.707043217649302
increasing importance,0.7070427391083876
investing heavily,0.7070425949351831
allow customers,0.7070419540945085
cow,0.7070414834110084
financial incentives,0.7070401855012418
successful implementation,0.7070360431804352
syndicateroom pioneered,0.7070299363473653
direct impacts,0.7070287639575241
transformation,0.707028046549993
improvements,0.707028046549993
effectively,0.707028046549993
borderless,0.707028046549993
differences,0.707028046549993
numbers,0.707028046549993
market rely,0.7070279667474269
consideration,0.7070278114286384
stretch outside,0.7070274675836978
visibility increases,0.7070270733468813
initiate,0.7070254390175402
issuance,0.70702543901754
generation,0.7070242335855437
abundance,0.7070242335855427
prolonged,0.7070237811056204
electronic,0.7070237811056204
opengamma provides,0.7070222584513355
lower floats,0.7070217597312258
products offering,0.7070195773060266
innovation labs,0.7070193341574125
customer needs,0.7070191022214596
ensure educated,0.7070167465007917
ensuring,0.707016746500791
customer loyalty,0.7070132836631002
potential disintermediation,0.7070106123758879
connected devices,0.7070073688669032
aggregate demand,0.7070073688669032
investor confidence,0.7070073688669032
platforms invest,0.7070067130072561
german,0.7070053760406655
mechanism,0.707004422968133
underwriting capabilities,0.7070018391222976
significant improvement,0.7070018391222976
provides faster,0.7070018391222976
customers fundamentally,0.7069996297656398
formal identity,0.7069996268428957
automated settlement,0.7069980441934091
regulatory components,0.7069973881742149
new risks,0.7069966281953675
disaggregating forces,0.7069910898765408
traditional providers,0.7069890481123761
company delivering,0.7069868238566088
inherent insecurity,0.7069841677342765
capabilities existing,0.7069803688276199
legal precedent,0.7069803688276199
brief analysis,0.7069778261734185
regulators buy,0.7069771603198114
investor demand,0.7069740242624349
regulatory tolerance,0.7069708451319656
completed rapidly,0.7069680444637307
past decade,0.7069672396242463
actual transfer,0.7069652073072563
promotes discourse,0.706960505190295
software intermediaries,0.706958547362184
champion efforts,0.7069548880567456
certainty,0.7069511608330383
multiple parties,0.7069496174778775
technology platforms,0.706949303431418
traditional branch,0.706949303431418
human adviser,0.7069461030430204
bring innovations,0.7069365483139483
sustainable level,0.7069308487955094
report aims,0.7069296680137533
regulators incumbents,0.7069283229129426
infrastructure mean,0.7069238982015611
key observations,0.7069224628933747
face challenges,0.7069212737320774
reputational risks,0.7069178067969186
exploring options,0.7069118198414539
providing regulators,0.7069111950878194
improved access,0.7069051641808837
choice,0.7068984702395489
insights,0.7068984702395489
asks,0.7068984702395489
standardisation,0.7068984702395489
universe,0.7068984702395489
leading,0.7068984702395489
subsets,0.7068984702395489
automatically,0.7068984702395489
significant applications,0.7068953137113952
margin pressure,0.7068938407295757
online continue,0.7068895827809409
rising,0.7068865311786122
modularity,0.7068817497320345
developments,0.7068817497320345
fail,0.7068817497320345
victim,0.7068817497320345
clusters,0.7068817497320345
continued development,0.7068814837920225
larger proportion,0.7068800745707892
fewer suppliers,0.7068681878558921
encouraging concentration,0.7068612769207154
global firms,0.7068391592675932
market shares,0.7068367616657294
choose,0.7068289487745779
adjust,0.7068289487745779
breaches,0.7068289487745779
requesting,0.7068289487745779
regulators push,0.7068261620802432
allowing consumers,0.706825849849151
mobile channels,0.706825849849151
changed,0.7068250316646465
transitions,0.7068250316646465
correspondent,0.7068216882623917
consortium requires,0.7068183897052709
takeaways,0.7068179764912271
play,0.7068179764912271
parts,0.7068179764912271
fees,0.7068179764912271
began,0.7068179764912271
seek,0.7068179764912271
synthesizes,0.7068179764912271
standardization,0.7068179764912271
complying,0.7068179764912271
underway,0.7068179764912271
taxonomy,0.7068179764912271
differentiators,0.7068179764912271
distance,0.7068179764912271
compete,0.7068179764912271
strictly,0.7068179764912271
embed,0.7068179764912271
sellers,0.7068179764912271
broaden,0.7068179764912271
maintains,0.7068179764912271
legality,0.7068179764912271
collaboration,0.7068179764912271
formed,0.7068179764912271
prime movers,0.7067921487940714
multiple regulators,0.7067849147206382
industry experts,0.7067748458989931
unlike angel,0.706767642137132
consolidation leads,0.7067639956286803
technological advancements,0.706762458871345
electronic environment,0.7067559229440611
attempt,0.706732280623448
incumbents invest,0.7067284353035826
large parts,0.7067284353035826
deeper understanding,0.7067207315530162
patience,0.7067011394245168
venture capitalists,0.7066916473146971
market leader,0.7066702630007864
lenders savings,0.7066678819940302
expand,0.7066582636718014
efficiencies,0.7066544730410744
